ID,Data da Compra,Nome Cliente,Idade,Gênero,Cidade Cliente,Estado Cliente,Carro Vendido,Marca,Ano do Carro,Valor do Carro,Cor,Automático,Portas,Empréstimo,Tipo Cliente,Nome Loja
178,2024-11-30,Heather Thomas,37,Masculino,Betim,MG,Virtus,Volkswagen,2015,172537.72,Prata,Sim,2,Não,PJ,Carro Ideal
179,2021-05-15,Peter Rodriguez,19,Masculino,Vitória,ES,Ka,Ford,2019,79329.06,Preto,Sim,4,Não,PF,Meu Carro Novo
180,2020-08-19,Kimberly Carroll,55,Masculino,Ponta Grossa,PR,Hilux,Toyota,2016,113996.76,Bege,Sim,2,Sim,PF,AutoCenter
181,2019-07-15,Alejandra Miller,66,Masculino,Caruaru,PE,Tracker,Chevrolet,2017,127801.84,Vermelho,Sim,4,Não,PF,Super Carros
182,2021-09-08,Aaron Nash,44,Masculino,Maringá,PR,Civic,Honda,2018,152064.6,Preto,Sim,2,Não,PF,Carros & Cia
183,2024-05-23,Stephen Jones,63,Feminino,Santos,SP,Creta,Hyundai,2020,197576.04,Cinza,Não,2,Sim,PJ,Brasil Carros
184,2024-06-09,Raven Rodriguez,39,Masculino,Blumenau,SC,Creta,Hyundai,2021,188864.3,Vermelho,Sim,4,Não,PJ,Meu Carro Novo
185,2023-08-19,Marcus Downs,34,Feminino,Santos,SP,Hilux,Toyota,2021,162837.47,Prata,Sim,2,Não,PF,Meu Carro Novo
186,2022-01-31,Cory Johnson,30,Feminino,Vitória,ES,HR-V,Honda,2020,110656.36,Bege,Não,4,Não,PJ,Meu Carro Novo
187,2021-12-24,Ms. Stacy Gibson,18,Feminino,Betim,MG,Yaris,Toyota,2020,121727.17,Vermelho,Não,4,Não,PF,Top Car Veículos
188,2020-11-20,Patricia Kim,44,Feminino,Jaboatão dos Guararapes,PE,Corolla,Toyota,2017,127800.73,Cinza,Sim,2,Não,PF,Brasil Carros
189,2023-03-02,Robert Ponce,31,Feminino,Vitória,ES,Ka,Ford,2018,49893.69,Azul,Sim,2,Sim,PF,Top Car Veículos
190,2023-03-30,Christina Snyder,20,Feminino,Florianópolis,SC,Fit,Honda,2015,76598.16,Azul,Sim,2,Sim,PF,Viva Carros
191,2020-11-11,Richard Ellis,28,Feminino,Itabuna,BA,Polo,Volkswagen,2016,48294.69,Prata,Sim,4,Não,PJ,Carros & Cia
192,2024-04-19,Rebecca Copeland,39,Masculino,Betim,MG,T-Cross,Volkswagen,2017,164875.43,Cinza,Sim,4,Não,PF,Viva Carros
193,2023-06-19,David Hunt,68,Masculino,Guarapari,ES,Cobalt,Chevrolet,2023,166686.38,Prata,Não,4,Não,PF,Viva Carros
194,2024-05-14,Dakota Stewart,61,Masculino,Recife,PE,Creta,Hyundai,2019,224879.64,Cinza,Sim,4,Sim,PJ,Carros & Cia
195,2019-03-15,David Orozco,28,Feminino,Caxias do Sul,RS,Hilux,Toyota,2016,129777.45,Branco,Sim,2,Sim,PF,Fácil Carro
196,2023-12-14,Susan Carter,65,Masculino,Porto Alegre,RS,Ka,Ford,2023,58548.89,Prata,Não,4,Sim,PJ,Carro Ideal
197,2020-04-25,Megan Mcdowell,33,Masculino,Blumenau,SC,Civic,Honda,2020,97676.05,Azul,Sim,2,Não,PJ,Carro Ideal
198,2020-11-20,Tonya Nguyen,66,Feminino,Londrina,PR,Ranger,Ford,2019,98391.93,Amarelo,Sim,2,Sim,PJ,Carros & Cia
199,2023-08-02,Christina Williams,58,Feminino,Juiz de Fora,MG,HB20,Hyundai,2017,82776.33,Cinza,Sim,4,Sim,PJ,Carros do Brasil
200,2023-03-15,Andre Randall,65,Feminino,Campinas,SP,Yaris,Toyota,2016,197105.36,Preto,Sim,4,Sim,PF,AutoCenter
201,2020-07-05,Jeremy Lee,26,Feminino,Belo Horizonte,MG,i30,Hyundai,2019,186987.89,Vermelho,Sim,4,Sim,PJ,Carro Ideal
202,2021-01-28,Stephanie Daugherty DDS,49,Feminino,Duque de Caxias,RJ,Civic,Honda,2021,104341.73,Cinza,Sim,2,Sim,PF,Fácil Carro
203,2021-03-09,Annette Hampton,38,Masculino,Blumenau,SC,HB20,Hyundai,2015,55992.23,Cinza,Sim,4,Não,PJ,Super Carros
204,2023-08-16,Kenneth Meyer,45,Masculino,Maringá,PR,HR-V,Honda,2023,258710.59,Cinza,Não,4,Não,PF,Carros & Cia
205,2024-10-06,Darrell Garcia,54,Feminino,Vitória da Conquista,BA,Civic,Honda,2019,213931.96,Azul,Sim,4,Sim,PF,Top Car Veículos
206,2019-11-07,Shannon Beltran,57,Feminino,Londrina,PR,Onix,Chevrolet,2018,57752.26,Amarelo,Sim,2,Sim,PJ,Carros do Brasil
207,2019-07-26,Melinda Patel,33,Masculino,Contagem,MG,Focus,Ford,2019,51292.23,Azul,Sim,4,Não,PF,Carro Ideal
208,2021-05-19,Karen Gomez,41,Feminino,Vitória,ES,HR-V,Honda,2018,127276.21,Azul,Não,4,Não,PJ,Brasil Carros
209,2019-11-11,Katherine Diaz,55,Feminino,Contagem,MG,Ka,Ford,2015,39706.09,Cinza,Sim,4,Sim,PF,Top Car Veículos
210,2022-05-02,Amber Robinson,33,Feminino,Anápolis,GO,Yaris,Toyota,2017,135751.11,Verde,Não,2,Não,PJ,Super Carros
211,2024-04-01,Sarah Lee,31,Feminino,Guarapari,ES,Corolla,Toyota,2024,138400.4,Amarelo,Sim,4,Não,PF,AutoCenter
212,2024-06-16,Lauren Lynch,33,Masculino,Aparecida de Goiânia,GO,HR-V,Honda,2020,132508.64,Preto,Sim,2,Não,PF,Super Carros
213,2020-10-18,Colleen Green,45,Feminino,Cachoeiro de Itapemirim,ES,Tracker,Chevrolet,2016,199222.23,Cinza,Não,2,Não,PF,Carros & Cia
214,2022-12-02,Jack Navarro,36,Masculino,Serra,ES,Ranger,Ford,2015,238949.16,Amarelo,Sim,2,Não,PJ,Top Car Veículos
215,2019-05-24,Martha Evans,28,Feminino,Duque de Caxias,RJ,Hilux,Toyota,2019,212864.18,Preto,Não,4,Sim,PF,Super Carros
216,2020-04-02,Megan Brown,50,Masculino,Londrina,PR,Virtus,Volkswagen,2018,122269.25,Vermelho,Sim,4,Sim,PJ,Carro Ideal
217,2020-10-19,Jill Garcia,34,Masculino,Vila Velha,ES,Virtus,Volkswagen,2016,130600.99,Vermelho,Sim,4,Não,PJ,Super Carros
218,2022-10-13,Jamie Campbell,55,Feminino,Vila Velha,ES,Ranger,Ford,2019,223925.82,Verde,Não,4,Sim,PF,Fácil Carro
219,2021-06-02,Emily Pennington,41,Feminino,Criciúma,SC,Yaris,Toyota,2015,122185.41,Vermelho,Sim,4,Sim,PJ,Brasil Carros
220,2022-01-05,Barbara Carter,62,Masculino,Joinville,SC,HR-V,Honda,2022,211133.84,Prata,Não,4,Sim,PF,Viva Carros
221,2022-10-12,Katherine Moreno,26,Feminino,Feira de Santana,BA,Corolla,Toyota,2020,119970.18,Prata,Não,2,Não,PF,Brasil Carros
222,2023-07-31,George Mays,41,Feminino,Blumenau,SC,Focus,Ford,2020,196393.19,Branco,Sim,4,Não,PJ,AutoCenter
223,2021-09-07,Brandy Alvarado,41,Feminino,Contagem,MG,HB20,Hyundai,2018,48793.42,Cinza,Sim,4,Não,PF,Carros & Cia
224,2022-01-21,Justin Marshall,47,Feminino,Guarapari,ES,Ka,Ford,2018,37773.15,Prata,Sim,4,Sim,PJ,Top Car Veículos
225,2021-03-13,Keith Mitchell,43,Feminino,Vila Velha,ES,Ranger,Ford,2015,127963.95,Bege,Sim,4,Sim,PF,Carros & Cia
226,2019-02-28,Don Smith,61,Feminino,Ponta Grossa,PR,Civic,Honda,2015,117645.61,Vermelho,Sim,4,Não,PF,Meu Carro Novo
227,2024-10-19,David Sellers,22,Masculino,Pelotas,RS,Creta,Hyundai,2020,275074.65,Branco,Não,2,Sim,PF,Viva Carros
228,2023-05-05,Jennifer Hardy,39,Feminino,Vila Velha,ES,Hilux,Toyota,2018,251121.17,Prata,Sim,4,Sim,PF,Carros do Brasil
229,2020-10-27,Stephen Mcfarland,42,Masculino,Aparecida de Goiânia,GO,i30,Hyundai,2015,144402.05,Azul,Não,4,Sim,PJ,Meu Carro Novo
230,2024-02-09,Kayla Williams,19,Feminino,Florianópolis,SC,Creta,Hyundai,2015,141969.14,Preto,Não,4,Não,PF,Super Carros
231,2021-04-17,Sean Richard,38,Feminino,Juiz de Fora,MG,Polo,Volkswagen,2016,47792.76,Cinza,Sim,4,Sim,PJ,Meu Carro Novo
232,2022-12-06,Michael Fitzgerald,56,Feminino,Passo Fundo,RS,Fit,Honda,2017,62496.21,Prata,Não,4,Não,PJ,Fácil Carro
233,2023-05-26,David Silva,42,Masculino,Recife,PE,Virtus,Volkswagen,2022,174661.63,Cinza,Sim,4,Não,PF,Viva Carros
234,2020-09-12,Clayton Williams,54,Feminino,Campinas,SP,Focus,Ford,2019,106580.59,Bege,Sim,2,Não,PJ,Carros do Brasil
235,2021-12-21,Eddie Alvarez,33,Masculino,Campinas,SP,S10,Chevrolet,2021,196686.01,Verde,Sim,2,Sim,PJ,Brasil Carros
236,2020-02-16,Christina Collins,38,Feminino,Serra,ES,i30,Hyundai,2015,353750.77,Verde,Sim,2,Sim,PJ,Carros & Cia
237,2021-07-13,Jeremy Choi,59,Feminino,Foz do Iguaçu,PR,Tracker,Chevrolet,2020,146850.14,Vermelho,Não,2,Sim,PF,Super Carros
238,2020-10-17,Cynthia Smith,49,Feminino,Rio Verde,GO,HR-V,Honda,2015,207111.39,Vermelho,Não,2,Não,PJ,Brasil Carros
239,2019-04-16,Mr. David Morris,59,Masculino,Caruaru,PE,Hilux,Toyota,2019,205804.77,Preto,Sim,2,Não,PF,Brasil Carros
240,2023-01-27,Deborah Sloan,56,Masculino,Caruaru,PE,HB20,Hyundai,2019,45524.79,Vermelho,Não,4,Não,PF,Meu Carro Novo
241,2023-08-10,Selena Washington,30,Feminino,Serra,ES,Civic,Honda,2016,102570.02,Bege,Sim,4,Não,PJ,Carro Ideal
242,2022-07-20,Ashley Morris,18,Feminino,Lages,SC,Ka,Ford,2019,81706.15,Cinza,Sim,4,Sim,PJ,Super Carros
243,2024-12-18,Timothy Ward,53,Masculino,São Bernardo do Campo,SP,i30,Hyundai,2015,144331.09,Verde,Sim,4,Não,PF,Carros & Cia
244,2021-11-19,Mr. Erik Smith,42,Feminino,Rio de Janeiro,RJ,Hilux,Toyota,2015,123879.94,Preto,Sim,4,Sim,PF,Carro Ideal
245,2019-12-10,Jamie Cordova,33,Masculino,Florianópolis,SC,Corolla,Toyota,2016,109756.47,Vermelho,Sim,2,Sim,PF,Meu Carro Novo
246,2022-05-31,Sheila Nelson,63,Feminino,Criciúma,SC,Civic,Honda,2017,123155.82,Prata,Não,2,Não,PJ,Super Carros
247,2022-06-15,Anthony Johnson,46,Feminino,Pelotas,RS,Focus,Ford,2020,247658.88,Branco,Sim,4,Sim,PJ,Fácil Carro
248,2022-07-24,Samuel Dixon,57,Masculino,Petrolina,PE,Hilux,Toyota,2022,292072.08,Azul,Sim,2,Não,PF,Carros & Cia
249,2019-05-29,Kevin Clark,57,Feminino,Guarapari,ES,Corolla,Toyota,2017,76396.36,Azul,Não,4,Não,PJ,Top Car Veículos
250,2021-12-17,Jennifer Simmons,64,Feminino,Campinas,SP,Fit,Honda,2020,35948.74,Prata,Não,4,Não,PF,Carros & Cia
251,2020-12-26,Kim Gordon,50,Masculino,Volta Redonda,RJ,HB20,Hyundai,2019,54067.33,Amarelo,Não,4,Não,PJ,Viva Carros
252,2022-06-30,Steven Hughes,63,Feminino,Volta Redonda,RJ,Ranger,Ford,2016,186774.03,Cinza,Não,4,Não,PJ,Fácil Carro
253,2019-01-03,Katherine Blake,60,Masculino,Ilhéus,BA,Ranger,Ford,2017,200527.38,Amarelo,Não,4,Não,PJ,Brasil Carros
254,2024-11-27,Meghan Perez,36,Masculino,Joinville,SC,Virtus,Volkswagen,2017,199629.59,Cinza,Não,4,Sim,PJ,Carro Ideal
255,2020-08-11,Destiny Dean,35,Masculino,Jaboatão dos Guararapes,PE,Cobalt,Chevrolet,2016,83783.96,Amarelo,Sim,2,Sim,PF,Super Carros
256,2021-06-06,David Porter,47,Feminino,Porto Alegre,RS,HB20,Hyundai,2017,56423.82,Bege,Não,2,Não,PJ,AutoCenter
257,2021-05-15,Dustin Garcia,18,Feminino,Aparecida de Goiânia,GO,Gol,Volkswagen,2019,41821.92,Branco,Sim,4,Não,PF,Top Car Veículos
258,2023-06-19,Edward Lucero,27,Feminino,Goiânia,GO,HR-V,Honda,2016,137177.54,Azul,Sim,4,Não,PF,Viva Carros
259,2022-03-20,Todd Reynolds,25,Masculino,Duque de Caxias,RJ,Ka,Ford,2022,60130.6,Preto,Sim,2,Não,PF,Meu Carro Novo
260,2021-02-09,Leslie Meyer,41,Masculino,Porto Alegre,RS,Cobalt,Chevrolet,2021,402782.13,Verde,Sim,2,Não,PF,Fácil Carro
261,2023-05-17,Tiffany Lee,27,Feminino,Goiânia,GO,Gol,Volkswagen,2020,57276.08,Vermelho,Não,2,Sim,PJ,Carro Ideal
262,2024-12-21,Morgan Clark,39,Feminino,Vitória da Conquista,BA,Cobalt,Chevrolet,2022,138412.41,Cinza,Não,2,Sim,PJ,Meu Carro Novo
263,2020-05-11,Pamela Hill,58,Feminino,Caxias do Sul,RS,Polo,Volkswagen,2015,47417.12,Verde,Sim,2,Sim,PJ,Carro Ideal
264,2021-12-21,Johnny Williams,44,Feminino,Salvador,BA,Virtus,Volkswagen,2016,166655.36,Prata,Sim,2,Sim,PJ,Top Car Veículos
265,2020-03-16,Mary Wilson,47,Feminino,Lages,SC,i30,Hyundai,2016,142923.4,Verde,Não,4,Sim,PF,Fácil Carro
266,2024-10-19,Blake Villegas,51,Masculino,Pelotas,RS,Ka,Ford,2017,63650.38,Amarelo,Sim,2,Sim,PJ,Carro Ideal
267,2019-05-01,David Fuller,61,Feminino,Criciúma,SC,Creta,Hyundai,2016,172340.84,Cinza,Sim,2,Sim,PJ,Carros do Brasil
268,2020-04-25,Natalie Sullivan,61,Masculino,Florianópolis,SC,Ranger,Ford,2015,98966.47,Branco,Sim,4,Não,PF,Top Car Veículos
269,2024-10-26,Jenna Burton,62,Masculino,Cabo Frio,RJ,Ranger,Ford,2017,214569.74,Verde,Sim,4,Sim,PF,Viva Carros
270,2023-10-17,Victor Cardenas,66,Feminino,Passo Fundo,RS,HR-V,Honda,2018,175901.31,Cinza,Sim,4,Não,PJ,Viva Carros
271,2023-06-13,Benjamin Gonzalez,60,Masculino,Anápolis,GO,Focus,Ford,2019,65438.87,Bege,Sim,2,Não,PF,Fácil Carro
272,2023-08-14,Susan Hunter,42,Feminino,Rio Verde,GO,Yaris,Toyota,2019,198253.83,Verde,Não,2,Não,PF,Carros do Brasil
273,2024-01-15,Katelyn Shepherd,32,Masculino,Olinda,PE,Tracker,Chevrolet,2016,211543.73,Verde,Sim,4,Não,PF,Meu Carro Novo
274,2022-07-15,Zachary Jackson,25,Masculino,Serra,ES,Focus,Ford,2022,468539.99,Vermelho,Sim,2,Não,PF,Brasil Carros
275,2022-03-09,Jorge Rice,38,Feminino,Olinda,PE,Civic,Honda,2021,140360.71,Prata,Sim,4,Sim,PJ,Meu Carro Novo
276,2020-09-30,Reginald Roberts,58,Masculino,Santa Maria,RS,Civic,Honda,2015,80529.65,Azul,Não,4,Não,PF,Carros & Cia
277,2019-08-19,Kari Allen,37,Feminino,Porto Alegre,RS,HB20,Hyundai,2017,36984.86,Preto,Não,4,Sim,PJ,Super Carros
278,2020-05-05,Amber Fox,37,Feminino,Anápolis,GO,Polo,Volkswagen,2019,39043.09,Bege,Sim,4,Não,PJ,Meu Carro Novo
279,2019-10-04,Meagan Herrera,23,Masculino,Luziânia,GO,i30,Hyundai,2018,228885.97,Verde,Não,4,Sim,PF,Super Carros
280,2023-03-23,Dawn Davis,63,Feminino,Joinville,SC,T-Cross,Volkswagen,2021,143794.42,Azul,Não,2,Sim,PJ,AutoCenter
281,2019-05-03,Rachel Turner,29,Masculino,Cachoeiro de Itapemirim,ES,Polo,Volkswagen,2016,30147.01,Amarelo,Sim,4,Não,PF,Carros & Cia
282,2024-09-26,Anthony Barnes,51,Masculino,Itabuna,BA,Tracker,Chevrolet,2017,136731.16,Vermelho,Sim,2,Não,PF,AutoCenter
283,2020-01-21,Sarah Mcintosh,70,Masculino,Santos,SP,Gol,Volkswagen,2017,61239.94,Preto,Não,2,Não,PJ,AutoCenter
284,2024-08-23,Christina Garcia,70,Masculino,Maringá,PR,Cobalt,Chevrolet,2016,155028.1,Azul,Sim,2,Não,PJ,Meu Carro Novo
285,2024-09-13,Pamela Sheppard,26,Feminino,Sorocaba,SP,Fit,Honda,2015,58747.32,Prata,Sim,2,Não,PF,Viva Carros
286,2023-08-13,Logan Powell,67,Masculino,Belo Horizonte,MG,Corolla,Toyota,2023,142064.98,Vermelho,Sim,4,Não,PF,Meu Carro Novo
287,2023-01-29,Steven Cole,45,Masculino,Cabo Frio,RJ,Fit,Honda,2023,67023.83,Branco,Sim,4,Sim,PF,Fácil Carro
288,2020-10-19,Jeremy Hutchinson,28,Feminino,Recife,PE,S10,Chevrolet,2015,101111.46,Azul,Sim,2,Sim,PF,Carros do Brasil
289,2022-05-08,Ana Nichols,39,Feminino,Ponta Grossa,PR,Hilux,Toyota,2022,208491.87,Preto,Não,4,Não,PF,Super Carros
290,2022-04-14,Jeremiah Hunter,67,Masculino,Cachoeiro de Itapemirim,ES,Corolla,Toyota,2020,115111.1,Vermelho,Sim,4,Sim,PF,Carros do Brasil
291,2020-12-10,Lori Gray,30,Masculino,Volta Redonda,RJ,Civic,Honda,2020,77281.0,Prata,Sim,4,Não,PJ,Carros do Brasil
292,2024-02-09,Katherine Mills,48,Feminino,Olinda,PE,Corolla,Toyota,2018,191557.41,Preto,Sim,4,Não,PJ,Viva Carros
293,2019-03-20,William Duran,19,Feminino,Passo Fundo,RS,Gol,Volkswagen,2019,43162.84,Amarelo,Não,4,Sim,PJ,Carro Ideal
294,2024-05-18,James Johnson,35,Feminino,Uberlândia,MG,HR-V,Honda,2022,284419.16,Preto,Não,4,Não,PF,AutoCenter
295,2020-08-15,John Newman,33,Masculino,Londrina,PR,HR-V,Honda,2017,179017.03,Branco,Não,2,Não,PF,Carros do Brasil
296,2020-04-20,Joshua Hill,34,Feminino,Aparecida de Goiânia,GO,Tracker,Chevrolet,2019,103660.36,Branco,Não,2,Sim,PJ,Carros do Brasil
297,2019-01-11,Susan Stevens,52,Masculino,Passo Fundo,RS,Creta,Hyundai,2015,179020.99,Vermelho,Não,2,Não,PJ,Brasil Carros
298,2019-07-25,Michelle Cook,32,Feminino,Goiânia,GO,Creta,Hyundai,2018,187415.65,Bege,Não,2,Não,PJ,Fácil Carro
299,2022-01-08,Peter Moore,36,Feminino,Luziânia,GO,HR-V,Honda,2015,196505.43,Azul,Sim,2,Sim,PJ,Fácil Carro
300,2022-12-21,Caleb Skinner,43,Feminino,Rio Verde,GO,Hilux,Toyota,2019,290938.97,Amarelo,Sim,4,Não,PJ,Super Carros
301,2019-12-14,Paul Thomas,49,Feminino,Itabuna,BA,Gol,Volkswagen,2017,35954.22,Prata,Não,2,Sim,PJ,Super Carros
302,2019-11-04,Christine Flowers,38,Masculino,Santa Maria,RS,Ka,Ford,2015,51173.93,Verde,Sim,2,Sim,PF,Brasil Carros
303,2020-10-11,Brian Luna,30,Masculino,Duque de Caxias,RJ,Virtus,Volkswagen,2020,108691.5,Preto,Sim,2,Não,PJ,Carros & Cia
304,2019-04-30,Julie Martinez,51,Masculino,Caxias do Sul,RS,Hilux,Toyota,2015,91575.2,Amarelo,Não,4,Sim,PF,Super Carros
305,2024-09-24,Ashley Lee,26,Masculino,Lages,SC,Creta,Hyundai,2022,266239.69,Verde,Sim,2,Sim,PJ,Carro Ideal
306,2022-04-24,David Brock,46,Masculino,Recife,PE,i30,Hyundai,2020,149809.35,Preto,Sim,2,Não,PF,Carro Ideal
307,2019-08-24,Joseph Wilson,53,Feminino,Lages,SC,Focus,Ford,2018,196220.05,Prata,Não,2,Não,PF,Carros & Cia
308,2019-05-24,Pamela Miller,22,Masculino,Caruaru,PE,Hilux,Toyota,2019,122972.23,Verde,Sim,2,Sim,PF,Viva Carros
309,2019-04-01,Annette Lopez,23,Feminino,Foz do Iguaçu,PR,T-Cross,Volkswagen,2016,146141.65,Prata,Sim,4,Sim,PF,Fácil Carro
310,2022-02-16,Isaac Kelly,49,Feminino,Petrolina,PE,S10,Chevrolet,2017,213812.73,Verde,Sim,4,Não,PJ,Meu Carro Novo
311,2022-06-01,Carla Hickman,64,Feminino,Criciúma,SC,HR-V,Honda,2021,182218.49,Preto,Sim,4,Sim,PJ,Carros do Brasil
312,2023-02-14,Brian Lee,40,Masculino,Santa Maria,RS,i30,Hyundai,2018,133452.58,Azul,Não,2,Sim,PJ,Brasil Carros
313,2019-01-25,Christy Walters,28,Masculino,Aparecida de Goiânia,GO,Tracker,Chevrolet,2015,118901.06,Vermelho,Não,2,Não,PF,AutoCenter
314,2021-09-25,Dr. Sarah Spence,45,Masculino,Santos,SP,HB20,Hyundai,2020,41678.12,Branco,Sim,4,Não,PJ,AutoCenter
315,2021-02-03,Lonnie Vincent,50,Feminino,Vitória,ES,S10,Chevrolet,2018,271682.26,Bege,Não,4,Sim,PF,Carros do Brasil
316,2022-06-09,Kelly Shelton,51,Feminino,Betim,MG,T-Cross,Volkswagen,2017,169929.51,Prata,Sim,4,Sim,PF,Super Carros
317,2023-11-20,Ernest Fowler,29,Masculino,Vitória,ES,Gol,Volkswagen,2018,70760.19,Prata,Não,4,Sim,PF,Brasil Carros
318,2020-07-18,Mr. Joel Daniels,36,Masculino,Santos,SP,Focus,Ford,2020,403104.81,Preto,Não,4,Sim,PJ,Meu Carro Novo
319,2024-10-02,Charles Hill,54,Feminino,Blumenau,SC,i30,Hyundai,2020,188059.09,Bege,Sim,4,Não,PF,Fácil Carro
320,2024-11-09,Amanda Rodriguez,42,Masculino,Londrina,PR,i30,Hyundai,2020,49233.82,Prata,Sim,4,Não,PJ,Fácil Carro
321,2022-09-14,Edward Miller,46,Masculino,Caxias do Sul,RS,Civic,Honda,2018,90547.08,Amarelo,Sim,2,Não,PJ,Carro Ideal
322,2022-03-09,Laura Taylor,29,Masculino,Ilhéus,BA,HB20,Hyundai,2016,83235.22,Preto,Sim,2,Sim,PJ,Viva Carros
323,2020-10-04,Todd Wilson,30,Feminino,Passo Fundo,RS,T-Cross,Volkswagen,2019,168730.27,Preto,Não,4,Sim,PJ,Viva Carros
324,2020-08-10,Patricia Potts,66,Feminino,Betim,MG,i30,Hyundai,2018,50309.93,Cinza,Não,4,Sim,PF,Carros do Brasil
325,2020-02-11,Johnathan Gonzalez,46,Feminino,Rio de Janeiro,RJ,Cobalt,Chevrolet,2015,496591.18,Bege,Não,2,Não,PF,Carros do Brasil
326,2022-04-06,Jason Stewart,38,Feminino,Blumenau,SC,T-Cross,Volkswagen,2022,154698.03,Branco,Não,2,Não,PJ,Brasil Carros
327,2019-04-08,Johnathan Benson,29,Masculino,Juiz de Fora,MG,Fit,Honda,2019,32644.96,Verde,Não,2,Sim,PJ,Viva Carros
328,2024-08-31,Jeffrey Lewis,28,Masculino,Contagem,MG,Ranger,Ford,2018,255326.77,Verde,Sim,2,Sim,PF,Carros & Cia
329,2020-01-08,Dawn Ramirez,52,Masculino,São Bernardo do Campo,SP,HR-V,Honda,2018,187778.57,Branco,Não,2,Sim,PJ,Super Carros
330,2023-05-29,Leah Wise,20,Masculino,Campinas,SP,S10,Chevrolet,2019,242544.47,Azul,Sim,4,Sim,PF,Super Carros
331,2022-09-30,Amber Church,20,Masculino,Passo Fundo,RS,Cobalt,Chevrolet,2022,362696.5,Azul,Não,4,Não,PJ,Top Car Veículos
332,2020-10-16,Kyle David,32,Masculino,Londrina,PR,Corolla,Toyota,2017,74007.38,Amarelo,Sim,4,Não,PJ,Super Carros
333,2024-06-12,Jessica Walters,70,Masculino,Curitiba,PR,Gol,Volkswagen,2023,78185.66,Bege,Sim,2,Sim,PF,Super Carros
334,2024-06-09,Alexander Estrada,57,Masculino,Maringá,PR,Civic,Honda,2016,140496.01,Amarelo,Sim,4,Sim,PF,Carro Ideal
335,2023-03-06,Thomas Shelton,42,Masculino,Jaboatão dos Guararapes,PE,Civic,Honda,2022,169758.73,Prata,Não,2,Sim,PJ,Meu Carro Novo
336,2019-04-13,Robert Cantu,40,Masculino,Blumenau,SC,HB20,Hyundai,2017,41556.44,Amarelo,Sim,4,Sim,PF,Brasil Carros
337,2024-10-12,Mr. Daniel Guerrero,40,Masculino,Porto Alegre,RS,Corolla,Toyota,2020,161170.56,Branco,Sim,4,Não,PJ,Brasil Carros
338,2023-07-12,Scott Collins,45,Masculino,Curitiba,PR,Focus,Ford,2023,162431.65,Azul,Não,2,Sim,PJ,Carros do Brasil
339,2022-03-08,Briana Hernandez,19,Feminino,Feira de Santana,BA,Hilux,Toyota,2017,248891.93,Verde,Sim,4,Sim,PF,Viva Carros
340,2020-02-21,Jacqueline Freeman,43,Masculino,Olinda,PE,Yaris,Toyota,2018,153081.97,Azul,Não,2,Sim,PJ,Super Carros
341,2023-06-05,Joseph Johnson,37,Feminino,Betim,MG,Virtus,Volkswagen,2015,141350.28,Prata,Não,2,Sim,PJ,Carros & Cia
342,2019-10-17,Brian Castro,19,Masculino,Uberlândia,MG,i30,Hyundai,2017,52139.4,Vermelho,Sim,4,Não,PF,AutoCenter
343,2022-10-15,Kenneth Knight DDS,42,Feminino,Pelotas,RS,Creta,Hyundai,2015,170531.3,Branco,Sim,4,Não,PJ,Meu Carro Novo
344,2022-06-30,Denise Gomez,33,Masculino,Maringá,PR,Yaris,Toyota,2018,105062.78,Amarelo,Não,4,Sim,PF,Carros & Cia
345,2023-05-11,Bradley Simpson,57,Feminino,Rio de Janeiro,RJ,Ranger,Ford,2015,163213.69,Azul,Sim,2,Não,PF,AutoCenter
346,2024-03-14,Dalton Lewis,40,Masculino,Vitória da Conquista,BA,HR-V,Honda,2023,131890.48,Prata,Não,2,Não,PF,Super Carros
347,2023-12-20,Robert Hunter PhD,38,Masculino,Ilhéus,BA,S10,Chevrolet,2019,309566.31,Verde,Sim,4,Sim,PJ,Meu Carro Novo
348,2023-09-24,Nathan Fuentes,30,Masculino,São Paulo,SP,Fit,Honda,2022,75441.2,Amarelo,Não,4,Não,PF,Meu Carro Novo
349,2022-07-05,Tracey Graves,40,Feminino,Serra,ES,Ranger,Ford,2019,249853.0,Prata,Sim,4,Sim,PF,Top Car Veículos
350,2022-08-19,Jeremy Martinez,31,Masculino,Ilhéus,BA,Creta,Hyundai,2018,103012.53,Branco,Não,2,Não,PJ,Super Carros
351,2020-11-02,Heather Cain,23,Masculino,Anápolis,GO,Corolla,Toyota,2017,142519.55,Preto,Sim,4,Não,PJ,Carro Ideal
352,2021-06-20,Justin Turner,32,Masculino,Belo Horizonte,MG,Fit,Honda,2020,44298.46,Cinza,Não,2,Não,PJ,Viva Carros
353,2022-01-26,Mrs. Mackenzie Johnson,64,Masculino,Pelotas,RS,Creta,Hyundai,2019,187932.11,Bege,Não,2,Não,PF,Carros & Cia
354,2021-10-03,Maria Walsh,47,Feminino,Curitiba,PR,HB20,Hyundai,2015,65323.23,Bege,Sim,4,Sim,PF,Viva Carros
355,2022-11-22,Hannah Rosario,58,Feminino,Itabuna,BA,Virtus,Volkswagen,2016,175386.28,Vermelho,Sim,2,Sim,PF,Viva Carros
356,2022-11-02,Justin Anthony,53,Masculino,Caruaru,PE,Creta,Hyundai,2020,144042.71,Branco,Não,4,Sim,PF,AutoCenter
